FileName,Ax,Ay,Bx,By,darker,weight
01_2021011410073599,290,293,295,370,E,1.0
01_2021011410073599,352,327,323,405,A,0.56
01_2021011410073599,352,327,386,371,A,0.56
01_2021011410073599,386,371,323,405,E,0.64
01_2021011410073599,386,371,377,413,E,0.96
01_2021011410073599,323,405,377,413,E,0.96
01_2021011410073599,357,466,377,413,E,0.96
01_2021011410073599,384,530,405,472,E,0.96
01_2021011410073599,357,466,405,472,E,0.96
01_2021011410073599,377,413,405,472,E,0.96
01_2021011410073599,481,215,461,263,B,0.92
01_2021011410073599,461,263,438,308,E,0.96
01_2021011410073599,231,359,295,370,B,0.88
01_2021011410073599,290,293,266,329,E,0.96
01_2021011410073599,231,359,266,329,B,0.88
01_2021011410073599,295,370,266,329,E,0.96
01_2021011410073599,396,127,351,126,E,0.96
01_2021011410073599,396,127,396,181,E,0.96
01_2021011410073599,396,127,435,163,E,0.96
01_2021011410073599,396,181,435,163,E,0.96
01_2021011410073599,396,127,407,59,E,0.96
01_2021011410073599,396,127,455,82,E,0.96
01_2021011410073599,396,127,474,141,E,0.96
01_2021011410073599,434,212,394,233,E,0.96
01_2021011410073599,434,212,396,181,E,0.96
01_2021011410073599,434,212,435,163,E,0.96
01_2021011410073599,434,212,481,215,A,0.88
01_2021011410073599,434,212,461,263,A,0.56
01_2021011410073599,394,233,461,263,A,0.56
01_2021011410073599,278,93,304,133,A,-0.0
01_2021011410073599,250,165,278,93,A,0.06
01_2021011410073599,278,93,329,83,B,0.54
01_2021011410073599,278,93,302,35,B,0.64
01_2021011410073599,278,93,259,46,B,0.54
01_2021011410073599,438,308,400,325,E,0.96
01_2021011410073599,386,371,400,325,E,0.96
01_2021011410073599,352,327,400,325,A,0.56
01_2021011410073599,207,54,278,93,A,0.28
01_2021011410073599,207,54,259,46,B,0.2
01_2021011410073599,184,12,207,54,B,0.16
01_2021011410073599,387,277,400,325,A,0.56
01_2021011410073599,352,327,387,277,E,0.96
01_2021011410073599,387,277,394,233,E,0.96
01_2021011410073599,323,263,387,277,E,0.96
01_2021011410073599,387,277,438,308,A,0.56
01_2021011410073599,387,277,461,263,A,0.56
01_2021011410074082,283,523,329,563,E,1.0
01_2021011410074082,329,563,367,581,E,1.0
01_2021011410074082,328,41,259,62,E,0.96
01_2021011410074082,283,523,252,568,E,1.0
01_2021011410074082,230,517,252,568,E,1.0
01_2021011410074082,230,517,283,523,E,1.0
01_2021011410074082,432,331,411,374,E,0.42
01_2021011410074082,388,327,411,374,E,0.52
01_2021011410074082,388,327,432,331,E,0.96
01_2021011410074082,436,264,432,331,E,0.96
01_2021011410074082,480,252,436,264,E,1.0
01_2021011410074082,457,211,436,264,E,1.0
01_2021011410074082,457,211,480,252,E,1.0
01_2021011410074082,403,219,436,264,E,1.0
01_2021011410074082,403,219,457,211,E,1.0
01_2021011410074082,293,111,328,41,A,0.72
01_2021011410074082,328,41,337,108,B,0.22
01_2021011410074082,293,111,337,108,E,0.66
01_2021011410074082,293,111,259,62,A,0.52
01_2021011410074082,324,221,343,278,A,0.1
01_2021011410074082,280,221,324,221,B,0.32
01_2021011410074082,324,221,403,219,B,0.8
01_2021011410074082,324,221,367,162,B,0.8
01_2021011410074082,403,219,367,162,E,0.82
01_2021011410074082,280,221,268,162,A,0.88
01_2021011410074082,320,489,283,523,E,0.96
01_2021011410074082,320,489,329,563,E,1.0
01_2021011410074082,418,533,367,581,E,1.0
01_2021011410074082,403,219,393,268,E,0.96
01_2021011410074082,436,264,393,268,E,0.96
01_2021011410074082,388,327,393,268,E,0.96
01_2021011410074082,343,278,388,327,A,0.42
01_2021011410074082,343,278,393,268,E,0.2
01_2021011410074082,324,221,393,268,B,0.44
01_2021011410074082,393,268,432,331,E,0.96
01_2021011410074082,384,491,418,533,E,1.0
01_2021011410074082,413,158,403,219,E,0.6
01_2021011410074082,413,158,457,211,E,0.6
01_2021011410074082,413,158,367,162,E,0.92
01_2021011410074082,293,111,325,173,A,0.78
01_2021011410074082,268,162,325,173,B,0.62
01_2021011410074082,293,111,268,162,A,0.82
01_2021011410074082,325,173,324,221,B,0.32
01_2021011410074082,325,173,367,162,B,0.88
01_2021011410074082,337,108,325,173,A,0.88
01_2021011410074082,337,108,367,162,B,0.16
01_2021011410074082,280,221,325,173,A,0.84
01_2021011410074082,320,489,368,538,E,1.0
01_2021011410074082,329,563,368,538,E,1.0
01_2021011410074082,320,489,384,491,E,1.0
01_2021011410074082,384,491,368,538,E,1.0
01_2021011410074082,367,581,368,538,E,1.0
01_2021011410074082,418,533,368,538,E,1.0
01_2021011410074082,482,134,416,88,E,0.64
01_2021011410074082,464,71,416,88,E,0.5
01_2021011410074082,464,71,482,134,E,0.7
01_2021011410074082,482,134,413,158,E,0.5
01_2021011410074082,413,158,416,88,E,0.82
01_2021011410074082,464,71,459,13,E,0.82
01_2021011410074082,482,134,459,13,E,0.38
01_2021011410074082,328,41,367,62,A,0.64
01_2021011410074082,337,108,367,62,A,0.78
01_2021011410074082,377,120,413,158,B,0.02
01_2021011410074082,377,120,367,162,E,0.1
01_2021011410074082,377,120,416,88,A,0.04
01_2021011410074082,337,108,377,120,B,0.06
01_2021011410074082,367,62,377,120,B,0.74
01_2021011410074082,367,62,416,88,B,0.88
01_2021011410074082,329,333,388,327,E,0.96
01_2021011410074082,329,333,343,278,E,0.2
01_2021011410074082,320,489,377,445,E,1.0
01_2021011410074082,377,445,384,491,E,1.0
01_2021011410074082,408,27,459,13,E,0.04
01_2021011410074082,408,27,367,62,A,0.48
01_2021011410074082,408,27,416,88,B,0.44
01_2021011410074082,408,27,464,71,B,0.44
01_2021011410074082,320,489,327,438,A,0.72
01_2021011410074082,327,438,377,445,B,0.72
01_2021011410074082,253,323,329,333,B,0.48
01_2021011410174278,367,179,299,222,E,0.6
01_2021011410174278,343,410,300,414,E,0.96
01_2021011410174278,343,410,352,455,E,1.0
01_2021011410174278,352,455,300,414,E,1.0
01_2021011410174278,343,410,401,445,E,1.0
01_2021011410174278,352,455,401,445,E,1.0
01_2021011410174278,156,16,151,70,E,0.84
01_2021011410174278,280,53,278,98,E,0.96
01_2021011410174278,432,50,486,64,B,0.72
01_2021011410174278,486,64,462,106,A,0.48
01_2021011410174278,432,50,462,106,B,0.4
01_2021011410174278,448,187,472,149,E,0.3
01_2021011410174278,486,64,472,149,E,0.24
01_2021011410174278,462,106,472,149,E,0.96
01_2021011410174278,420,138,472,149,E,0.24
01_2021011410174278,420,138,462,106,E,0.24
01_2021011410174278,448,187,420,138,A,0.06
01_2021011410174278,367,179,318,129,E,0.92
01_2021011410174278,318,129,278,98,E,0.96
01_2021011410174278,299,222,246,170,E,0.56
01_2021011410174278,296,534,260,478,E,0.7
01_2021011410174278,300,414,254,428,E,0.96
01_2021011410174278,300,414,260,478,E,0.92
01_2021011410174278,254,428,260,478,E,0.96
01_2021011410174278,363,229,299,222,B,0.38
01_2021011410174278,367,179,363,229,A,0.54
01_2021011410174278,419,545,412,587,E,0.96
01_2021011410174278,401,445,351,506,E,0.96
01_2021011410174278,352,455,351,506,E,0.96
01_2021011410174278,296,534,313,580,E,0.92
01_2021011410174278,363,229,407,198,E,0.6
01_2021011410174278,367,179,407,198,E,0.02
01_2021011410174278,420,138,407,198,E,0.02
01_2021011410174278,367,179,420,138,E,0.96
01_2021011410174278,448,187,407,198,E,0.2
01_2021011410174278,351,506,419,545,E,1.0
01_2021011410174278,419,545,478,535,A,0.96
01_2021011410174278,358,353,343,410,E,1.0
01_2021011410174278,401,445,381,388,E,1.0
01_2021011410174278,343,410,381,388,E,1.0
01_2021011410174278,358,353,381,388,E,1.0
01_2021011410174278,314,488,296,534,E,0.96
01_2021011410174278,314,488,260,478,E,0.96
01_2021011410174278,314,488,351,506,E,1.0
01_2021011410174278,351,506,296,534,E,0.64
01_2021011410174278,352,455,314,488,E,1.0
01_2021011410174278,300,414,314,488,E,1.0
01_2021011410174278,351,506,346,551,E,1.0
01_2021011410174278,346,551,296,534,E,0.6
01_2021011410174278,346,551,313,580,E,1.0
01_2021011410174278,346,551,419,545,E,1.0
01_2021011410174278,377,98,420,138,E,0.88
01_2021011410174278,377,98,367,179,E,0.56
01_2021011410174278,377,98,318,129,E,0.6
01_2021011410174278,377,98,358,47,A,0.78
01_2021011410174278,432,50,358,47,E,0.2
01_2021011410174278,432,50,377,98,B,0.26
01_2021011410174278,377,98,462,106,E,0.56
01_2021011410174278,481,282,420,296,B,0.58
01_2021011410174278,299,222,291,267,E,1.0
01_2021011410174278,291,267,253,290,E,1.0
01_2021011410174278,454,247,420,296,A,0.68
01_2021011410174278,454,247,481,282,A,0.78
01_2021011410174278,448,187,454,247,B,0.64
01_2021011410174278,454,247,407,198,A,0.52
01_2021011410174278,296,534,225,554,A,0.42
01_2021011410321091,384,381,355,445,E,0.96
01_2021011410321091,330,407,355,445,E,0.96
01_2021011410321091,330,407,384,381,E,0.96
01_2021011410321091,17,382,23,334,E,0.88
01_2021011410321091,400,59,431,19,E,0.96
01_2021011410321091,400,59,445,72,E,0.3
01_2021011410321091,431,19,445,72,B,0.38
01_2021011410321091,431,19,475,37,B,0.54
01_2021011410321091,445,72,475,37,E,0.8
01_2021011410321091,384,381,325,363,E,0.92
01_2021011410321091,330,407,325,363,E,1.0
01_2021011410321091,325,363,357,317,E,0.96
01_2021011410321091,384,381,357,317,E,1.0
01_2021011410321091,210,448,236,392,E,0.7
01_2021011410321091,210,448,180,374,A,0.58
01_2021011410321091,236,392,180,374,A,0.42
01_2021011410321091,357,317,357,251,E,1.0
01_2021011410321091,357,251,417,262,E,1.0
01_2021011410321091,357,317,417,262,E,1.0
01_2021011410321091,357,317,416,312,E,1.0
01_2021011410321091,416,312,417,262,E,1.0
01_2021011410321091,391,478,355,445,E,1.0
01_2021011410321091,391,478,410,516,E,1.0
01_2021011410321091,236,392,261,445,B,0.16
01_2021011410321091,210,448,261,445,E,0.04
01_2021011410321091,236,392,256,342,A,0.48
01_2021011410321091,23,334,52,286,E,0.7
01_2021011410321091,97,315,52,286,E,0.6
01_2021011410321091,23,334,97,315,E,0.7
01_2021011410321091,159,335,151,289,E,0.92
01_2021011410321091,159,335,97,315,B,0.54
01_2021011410321091,151,289,97,315,B,0.64
01_2021011410321091,136,374,159,335,A,0.46
01_2021011410321091,136,374,97,315,E,0.28
01_2021011410321091,159,335,180,374,B,0.28
01_2021011410321091,136,374,180,374,E,0.92
01_2021011410321091,210,448,167,448,A,0.8
01_2021011410321091,167,448,180,374,E,0.56
01_2021011410321091,136,374,167,448,E,0.56
01_2021011410321091,210,448,208,518,E,0.16
01_2021011410321091,181,552,208,518,B,0.48
01_2021011410321091,453,227,444,163,E,0.96
01_2021011410321091,453,227,484,267,E,0.96
01_2021011410321091,417,262,484,267,E,0.92
01_2021011410321091,417,262,453,227,E,0.96
01_2021011410321091,321,201,357,251,E,1.0
01_2021011410321091,444,163,479,106,A,0.68
01_2021011410321091,479,106,445,72,B,0.02
01_2021011410321091,479,106,475,37,B,0.06
01_2021011410321091,287,398,325,363,E,1.0
01_2021011410321091,256,342,287,398,B,0.4
01_2021011410321091,256,342,325,363,B,0.72
01_2021011410321091,236,392,287,398,B,0.28
01_2021011410321091,330,407,287,398,E,0.96
01_2021011410321091,261,445,287,398,E,0.92
01_2021011410321091,307,243,357,251,E,0.96
01_2021011410321091,321,201,307,243,E,0.96
01_2021011410321091,226,188,281,183,A,0.14
01_2021011410321091,307,243,281,183,E,1.0
01_2021011410321091,321,201,281,183,E,0.96
01_2021011410321091,416,312,459,304,E,0.96
01_2021011410321091,459,304,484,267,E,0.96
01_2021011410321091,459,304,417,262,E,0.96
01_2021011410321091,197,287,151,289,E,0.48
01_2021011410321091,151,289,204,245,B,0.58
01_2021011410321091,197,287,204,245,B,0.78
01_2021011410321091,159,335,197,287,E,0.12
01_2021011410321091,151,289,78,253,B,0.74
01_2021011410321091,97,315,78,253,E,0.16
01_2021011410321091,78,253,52,286,E,0.28
01_2021011410321091,300,287,357,251,E,0.96
01_2021011410321091,300,287,357,317,E,0.96
01_2021011410321091,307,243,300,287,E,1.0
01_2021011410321091,325,363,300,287,E,1.0
01_2021011410321091,256,342,300,287,A,-0.0
01_2021011410321091,264,245,281,183,E,0.92
01_2021011410321091,264,245,226,188,A,0.46
01_2021011410321091,264,245,307,243,E,0.96
01_2021011410321091,264,245,204,245,A,0.04
01_2021011410321091,204,245,226,188,A,0.58
01_2021011410321091,264,245,300,287,E,0.96
01_2021011410321091,345,492,391,478,E,0.96
01_2021011410321091,345,492,355,445,E,0.96
01_2021011410321091,345,492,410,516,E,0.96
01_2021011410321091,292,586,313,529,E,0.96
01_2021011410321091,33,212,87,179,E,0.8
01_2021011410321091,78,253,33,212,E,0.26
01_2021011410321091,78,253,87,179,E,0.36
01_2021011410321091,52,286,33,212,E,0.6
01_2021011410321091,103,400,167,448,E,0.06
01_2021011410321091,103,400,136,374,E,0.38
01_2021011410321091,240,299,300,287,B,0.16
01_2021011410321091,256,342,240,299,E,0.84
01_2021011410321091,240,299,264,245,B,0.32
01_2021011410321091,197,287,240,299,B,0.8
01_2021011410321091,240,299,204,245,B,0.32
01_2021011410321091,345,492,300,466,E,0.96
01_2021011410321091,313,529,345,492,E,0.56
01_2021011410321091,313,529,300,466,E,1.0
01_2021011410321091,300,466,355,445,E,0.96
01_2021011410321091,330,407,300,466,E,1.0
01_2021011410321091,300,466,287,398,E,1.0
01_2021011410321091,261,445,300,466,E,1.0
01_2021011410321091,345,492,383,560,E,0.96
01_2021011410321091,410,516,383,560,E,1.0
01_2021011410321091,313,529,383,560,E,0.96
01_2021011410321091,176,213,226,188,B,0.1
01_2021011410321091,176,213,204,245,B,0.1
01_2021011410321091,57,489,40,529,E,0.78
01_2021011410321091,136,374,60,380,E,0.42
01_2021011410321091,60,380,97,315,E,0.48
01_2021011410321091,103,400,60,380,E,0.88
01_2021011410321091,60,380,23,334,E,0.38
01_2021011410321091,60,380,17,382,E,0.64
01_2021011410321091,267,491,313,529,E,0.96
01_2021011410321091,267,491,300,466,E,1.0
01_2021011410321091,208,518,267,491,B,0.12
01_2021011410321091,267,491,261,445,E,0.96
01_2021011410321091,210,448,267,491,A,0.04
01_2021011410321091,43,431,17,382,E,0.82
01_2021011410321091,43,431,60,380,E,0.7
01_2021011410321091,57,489,43,431,E,0.74
01_2021011410321091,103,400,43,431,E,0.26
01_2021011410474337,39,123,24,54,B,0.48
01_2021011410474337,358,528,305,518,E,1.0
01_2021011410474337,360,476,305,518,E,1.0
01_2021011410474337,360,476,358,528,E,1.0
01_2021011410474337,358,528,325,581,E,1.0
01_2021011410474337,305,518,325,581,E,1.0
01_2021011410474337,358,528,406,576,E,1.0
01_2021011410474337,415,225,455,252,A,0.48
01_2021011410474337,415,225,431,179,E,0.6
01_2021011410474337,455,252,431,179,E,0.2
01_2021011410474337,415,322,455,252,E,1.0
01_2021011410474337,476,169,455,252,E,0.92
01_2021011410474337,476,169,431,179,B,0.48
01_2021011410474337,476,169,439,129,B,0.62
01_2021011410474337,431,179,439,129,E,0.16
01_2021011410474337,305,518,268,548,E,1.0
01_2021011410474337,268,548,325,581,E,1.0
01_2021011410474337,149,105,126,65,B,0.84
01_2021011410474337,207,60,149,105,A,0.44
01_2021011410474337,207,60,126,65,A,0.16
01_2021011410474337,207,60,235,13,B,0.2
01_2021011410474337,285,73,207,60,E,0.58
01_2021011410474337,243,98,285,73,E,0.26
01_2021011410474337,243,98,207,60,E,0.16
01_2021011410474337,439,129,379,119,A,0.54
01_2021011410474337,431,179,379,119,A,0.48
01_2021011410474337,439,129,457,87,E,0.34
01_2021011410474337,334,18,387,15,E,0.96
01_2021011410474337,366,70,387,15,E,0.52
01_2021011410474337,334,18,366,70,E,0.52
01_2021011410474337,285,73,334,18,E,0.3
01_2021011410474337,285,73,366,70,E,0.66
01_2021011410474337,334,18,235,13,A,-0.0
01_2021011410474337,289,254,291,211,B,0.92
01_2021011410474337,289,254,245,231,B,0.84
01_2021011410474337,291,211,245,231,A,0.88
01_2021011410474337,377,275,354,314,B,0.52
01_2021011410474337,377,275,415,322,E,0.88
01_2021011410474337,415,322,354,314,E,0.84
01_2021011410474337,377,275,455,252,E,0.16
01_2021011410474337,377,275,415,225,B,0.48
01_2021011410474337,354,314,315,295,E,0.88
01_2021011410474337,377,275,315,295,E,0.16
01_2021011410474337,146,28,126,65,E,0.16
01_2021011410474337,207,60,146,28,B,0.22
01_2021011410474337,237,189,291,211,B,0.88
01_2021011410474337,237,189,245,231,E,0.48
01_2021011410474337,207,60,195,101,E,0.92
01_2021011410474337,243,98,195,101,E,0.26
01_2021011410474337,149,105,195,101,B,0.96
01_2021011410474337,453,45,457,87,E,0.7
01_2021011410474337,453,45,387,15,A,0.04
01_2021011410474337,277,23,334,18,E,0.92
01_2021011410474337,277,23,235,13,A,0.1
01_2021011410474337,285,73,277,23,E,0.56
01_2021011410474337,207,60,277,23,E,0.38
01_2021011410474337,308,116,344,162,E,0.82
01_2021011410474337,308,116,379,119,E,0.96
01_2021011410474337,344,162,379,119,E,1.0
01_2021011410474337,285,73,308,116,E,0.34
01_2021011410474337,308,116,366,70,E,0.24
01_2021011410474337,379,119,366,70,E,0.56
01_2021011410474337,243,98,308,116,E,0.62
01_2021011410474337,289,254,315,295,E,0.14
01_2021011410474337,250,510,268,548,E,1.0
01_2021011410474337,250,510,305,518,E,1.0
01_2021011410474337,360,476,387,442,E,1.0
01_2021011410474337,355,381,387,442,B,0.58
01_2021011410474337,357,233,344,162,E,0.38
01_2021011410474337,357,233,291,211,B,0.88
01_2021011410474337,291,211,344,162,A,0.88
01_2021011410474337,357,233,289,254,E,0.78
01_2021011410474337,377,275,357,233,E,0.86
01_2021011410474337,357,233,415,225,B,0.38
01_2021011410474337,357,233,315,295,E,0.2
01_2021011410474337,253,140,308,116,B,0.06
01_2021011410474337,243,98,253,140,E,0.48
01_2021011410474337,211,140,253,140,A,0.52
01_2021011410474337,237,189,253,140,E,0.84
01_2021011410474337,237,189,211,140,B,0.16
01_2021011410474337,211,140,195,101,E,0.48
01_2021011410474337,211,140,243,98,B,0.16
01_2021011410474337,387,15,415,70,E,0.78
01_2021011410474337,366,70,415,70,A,0.38
01_2021011410474337,453,45,415,70,A,0.58
01_2021011410474337,457,87,415,70,A,0.3
01_2021011410474337,379,119,415,70,E,0.96
01_2021011410474337,439,129,415,70,A,0.62
01_2021011410474337,237,189,166,202,B,0.72
01_2021011410474337,354,314,355,381,B,0.68
01_2021011410474337,325,345,315,295,E,0.24
01_2021011410474337,354,314,325,345,E,0.82
01_2021011410474337,355,381,325,345,A,0.64
01_2021011410474337,357,233,374,193,A,0.64
01_2021011410474337,415,225,374,193,A,0.84
01_2021011410474337,374,193,344,162,B,0.88
01_2021011410474337,374,193,431,179,B,0.84
01_2021011410474337,374,193,379,119,B,0.84
01_2021011410474337,166,202,103,194,E,1.0
01_2021011410474337,300,162,253,140,A,0.22
01_2021011410474337,300,162,308,116,E,1.0
01_2021011410474337,300,162,344,162,E,1.0
01_2021011410474337,300,162,291,211,B,0.96
01_2021011410474337,237,189,300,162,E,0.3
01_2021011410474337,319,464,250,510,E,1.0
01_2021011410474337,319,464,305,518,E,1.0
01_2021011410474337,319,464,360,476,E,1.0
01_2021011410474337,319,464,275,428,A,0.54
01_2021011410474337,355,381,295,389,A,0.46
01_2021011410474337,295,389,275,428,A,0.22
01_2021011410474337,295,389,325,345,E,0.2
01_2021011410474337,239,450,275,428,B,0.48
01_2021011410474337,239,450,250,510,B,0.88
01_2021011410474337,239,450,319,464,B,0.88
01_2021011410474337,295,389,271,353,A,0.68
01_2021011410474337,325,345,271,353,A,0.78
01_2021011410475714,425,452,471,471,E,0.96
01_2021011410475714,480,159,470,206,E,1.0
01_2021011410475714,14,320,26,374,E,1.0
01_2021011410475714,53,216,39,171,E,1.0
01_2021011410475714,56,98,18,66,E,1.0
01_2021011410475714,56,98,39,171,E,1.0
01_2021011410475714,188,130,147,88,E,0.16
01_2021011410475714,186,36,147,88,E,0.16
01_2021011410475714,113,117,147,88,E,0.6
01_2021011410475714,113,117,105,74,E,0.6
01_2021011410475714,105,74,147,88,E,0.6
01_2021011410475714,113,117,56,98,A,0.32
01_2021011410475714,105,74,56,98,A,0.36
01_2021011410475714,26,374,34,415,E,1.0
01_2021011410475714,410,178,480,159,E,1.0
01_2021011410475714,410,178,470,206,E,1.0
01_2021011410475714,434,117,410,178,E,1.0
01_2021011410475714,434,117,480,159,E,1.0
01_2021011410475714,135,38,105,74,E,0.6
01_2021011410475714,135,38,147,88,E,0.74
01_2021011410475714,134,242,91,290,E,0.12
01_2021011410475714,134,242,172,270,E,0.52
01_2021011410475714,196,235,134,242,E,0.62
01_2021011410475714,196,235,172,270,E,0.64
01_2021011410475714,66,48,18,66,E,0.1
01_2021011410475714,56,98,66,48,E,0.52
01_2021011410475714,105,74,66,48,E,0.84
01_2021011410475714,241,471,199,533,E,0.56
01_2021011410475714,434,117,480,103,E,1.0
01_2021011410475714,480,159,480,103,E,1.0
01_2021011410475714,447,284,425,223,E,1.0
01_2021011410475714,410,178,425,223,E,1.0
01_2021011410475714,425,223,470,206,E,1.0
01_2021011410475714,134,242,87,242,E,0.1
01_2021011410475714,91,290,87,242,E,1.0
01_2021011410475714,53,216,87,242,E,1.0
01_2021011410475714,113,117,141,156,E,0.84
01_2021011410475714,188,130,141,156,E,0.7
01_2021011410475714,141,156,147,88,E,0.88
01_2021011410475714,385,81,434,117,B,0.6
01_2021011410475714,126,197,87,242,E,0.1
01_2021011410475714,126,197,134,242,E,0.88
01_2021011410475714,126,197,141,156,E,0.7
01_2021011410475714,126,197,53,216,E,0.1
01_2021011410475714,126,197,196,235,E,0.48
01_2021011410540669,393,39,452,39,A,0.64
01_2021011410540669,452,39,440,85,E,0.96
01_2021011410540669,393,39,440,85,A,0.84
01_2021011410540669,209,158,237,90,E,0.62
01_2021011410540669,189,46,237,90,E,0.3
01_2021011410540669,237,90,286,30,B,0.74
01_2021011410540669,209,158,166,102,E,0.92
01_2021011410540669,166,102,237,90,E,0.3
01_2021011410540669,189,46,166,102,E,0.96
01_2021011410540669,133,68,166,102,E,0.96
01_2021011410540669,133,68,189,46,E,0.96
01_2021011410540669,187,267,189,217,E,0.6
01_2021011410540669,187,267,146,242,E,0.96
01_2021011410540669,146,242,189,217,E,0.6
01_2021011410540669,457,236,447,176,E,1.0
01_2021011410540669,452,39,486,80,B,0.44
01_2021011410540669,440,85,486,80,B,0.44
01_2021011410540669,281,581,356,573,E,1.0
01_2021011410540669,17,469,16,552,E,0.92
01_2021011410540669,17,469,62,509,E,0.78
01_2021011410540669,16,552,62,509,E,0.88
01_2021011410540669,16,552,62,586,E,0.92
01_2021011410540669,70,443,17,469,E,0.92
01_2021011410540669,70,443,62,509,E,0.92
01_2021011410540669,31,194,23,242,E,0.96
01_2021011410540669,89,235,31,194,E,0.92
01_2021011410540669,31,194,99,172,E,0.16
01_2021011410540669,89,235,99,172,E,0.06
01_2021011410540669,89,235,23,242,E,0.84
01_2021011410540669,31,194,65,136,E,0.88
01_2021011410540669,99,172,65,136,B,0.02
01_2021011410540669,310,82,286,30,E,0.96
01_2021011410540669,237,90,310,82,B,0.78
01_2021011410540669,189,217,231,263,B,0.42
01_2021011410540669,187,267,231,263,B,0.6
01_2021011410540669,221,320,231,263,E,0.48
01_2021011410540669,187,267,221,320,B,0.74
01_2021011410540669,144,181,166,102,E,0.92
01_2021011410540669,209,158,144,181,E,0.92
01_2021011410540669,189,217,144,181,E,0.6
01_2021011410540669,189,217,209,158,E,0.6
01_2021011410540669,146,242,144,181,E,0.92
01_2021011410540669,89,235,144,181,A,0.48
01_2021011410540669,99,172,144,181,A,0.04
01_2021011410540669,146,242,89,235,B,0.32
01_2021011410540669,79,90,122,108,B,0.58
01_2021011410540669,79,90,133,68,B,0.06
01_2021011410540669,133,68,122,108,B,0.52
01_2021011410540669,166,102,122,108,E,0.1
01_2021011410540669,65,136,122,108,B,0.1
01_2021011410540669,99,172,122,108,B,0.16
01_2021011410540669,79,90,65,136,B,0.64
01_2021011410540669,144,181,122,108,E,0.24
01_2021011410540669,393,39,399,103,A,0.84
01_2021011410540669,399,103,440,85,A,0.32
01_2021011410540669,402,259,455,282,E,1.0
01_2021011410540669,457,236,455,282,E,1.0
01_2021011410540669,402,259,457,236,E,1.0
01_2021011410540669,281,581,299,537,E,1.0
01_2021011410540669,356,573,299,537,E,1.0
01_2021011410540669,299,537,334,509,E,1.0
01_2021011410540669,356,573,334,509,E,1.0
01_2021011410540669,334,509,379,534,E,1.0
01_2021011410540669,356,573,379,534,E,1.0
01_2021011410540669,402,259,364,209,A,0.62
01_2021011410540669,379,534,391,477,E,1.0
01_2021011410540669,334,509,391,477,E,1.0
01_2021011410540669,89,330,23,307,E,0.92
01_2021011410540669,89,330,31,356,E,0.88
01_2021011410540669,31,356,23,307,E,0.96
01_2021011410540669,23,307,23,242,E,0.96
01_2021011410540669,30,423,17,469,E,0.96
01_2021011410540669,70,443,30,423,E,0.96
01_2021011410540669,30,423,31,356,E,0.96
01_2021011410540669,253,387,309,438,B,0.34
01_2021011410540669,253,387,338,406,B,0.74
01_2021011410540669,309,438,338,406,E,1.0
01_2021011410540669,89,330,124,278,E,0.4
01_2021011410540669,124,278,89,235,E,0.42
01_2021011410540669,146,242,124,278,E,0.26
01_2021011410540669,187,267,124,278,E,0.26
01_2021011410540669,133,68,117,22,E,0.96
01_2021011410540669,117,22,62,47,E,0.58
01_2021011410540669,79,90,62,47,B,0.06
01_2021011410540669,133,68,62,47,E,0.26
01_2021011410540669,65,136,13,106,E,0.84
01_2021011410540669,79,90,13,106,B,0.32
01_2021011410540669,13,106,62,47,E,0.88
01_2021011410540669,252,201,231,263,E,0.52
01_2021011410540669,189,217,252,201,B,0.88
01_2021011410540669,209,158,252,201,B,0.88
01_2021011410540669,252,201,274,256,E,0.92
01_2021011410540669,231,263,274,256,E,0.4
01_2021011410540669,221,320,270,314,E,0.36
01_2021011410540669,253,387,270,314,E,0.92
01_2021011410540669,221,320,253,387,E,0.44
01_2021011410540669,270,314,274,256,E,0.92
01_2021011410540669,231,263,270,314,E,0.4
01_2021011410540669,304,223,364,209,A,0.84
01_2021011410540669,304,223,274,256,E,0.92
01_2021011410540669,252,201,304,223,E,0.92
01_2021011410540669,93,541,62,509,E,0.88
01_2021011410540669,93,541,62,586,E,0.88
01_2021011410540669,93,541,16,552,E,0.88
01_2021011410540669,83,287,23,307,E,0.88
01_2021011410540669,89,330,83,287,E,0.88
01_2021011410540669,83,287,124,278,E,0.8
01_2021011410540669,83,287,89,235,E,0.84
01_2021011410540669,83,287,23,242,E,0.84
01_2021011410540669,70,443,92,400,E,0.84
01_2021011410540669,92,400,89,330,E,0.84
01_2021011410540669,92,400,31,356,E,0.88
01_2021011410540669,30,423,92,400,E,0.88
01_2021011410540669,289,486,309,438,B,0.78
01_2021011410540669,289,486,240,478,B,0.78
01_2021011410540669,309,438,240,478,E,0.52
01_2021011410540669,299,537,289,486,A,0.88
01_2021011410540669,289,486,334,509,B,0.48
01_2021011410540669,349,459,391,477,B,0.74
01_2021011410540669,334,509,349,459,A,0.54
01_2021011410540669,289,486,349,459,E,0.74
01_2021011410540669,349,459,309,438,B,0.54
01_2021011410540669,349,459,338,406,B,0.44
01_2021011410540669,253,387,322,356,A,0.88
01_2021011410540669,322,356,338,406,B,0.92
01_2021011410540669,322,356,270,314,B,0.92
01_2021011410540669,428,522,391,477,B,0.8
01_2021011410540669,428,522,470,544,E,0.84
01_2021011410540669,379,534,428,522,A,0.88
01_2021011410540669,231,434,240,478,B,0.54
01_2021011410540669,231,434,253,387,E,0.88
01_2021011410540669,231,434,309,438,B,0.84
